customer_id,segment,city,signup_date,age,gender
561,Budget,Delhi,2022-09-02,,M
562,Budget,Mumbai,2022-09-28,40.0,F
563,Premium,Jaipur,2022-09-04,43.0,F
564,Regular,Jaipur,2023-11-14,,F
565,Regular,Jaipur,2022-11-02,45.0,F
566,Regular,Mumbai,2023-04-07,45.0,M
567,Regular,Delhi,2022-06-25,66.0,M
568,Budget,Jaipur,2023-06-07,26.0,M
569,Budget,Mumbai,2022-12-06,22.0,M
570,Budget,Bengaluru,2022-06-22,41.0,Other
571,Budget,Delhi,2023-11-05,34.0,M
572,Premium,Bengaluru,2022-01-23,28.0,F
573,Budget,Bengaluru,2022-03-28,24.0,M
574,Regular,Jaipur,2023-11-11,63.0,M
575,Regular,Delhi,2023-11-04,49.0,M
576,Regular,Mumbai,2021-11-27,53.0,M
577,Regular,Jaipur,2023-04-22,24.0,F
578,Regular,Mumbai,2021-11-18,,Other
579,Premium,Bengaluru,2022-10-09,50.0,M
580,Regular,Delhi,2023-02-27,45.0,Other
581,Regular,Bengaluru,2023-04-30,54.0,F
582,Premium,Mumbai,2022-05-18,52.0,F
583,Regular,Bengaluru,2023-09-25,39.0,M
584,Budget,Jaipur,2023-01-04,58.0,M
585,Regular,Bengaluru,2023-02-24,31.0,F
586,Budget,Mumbai,2023-08-16,22.0,F
587,Regular,Delhi,2023-02-18,65.0,M
588,Premium,Mumbai,2022-09-13,19.0,F
589,Regular,Jaipur,2022-05-02,32.0,M
590,Regular,Delhi,2023-10-16,23.0,F
591,Budget,Bengaluru,2021-11-07,30.0,M
592,Premium,Mumbai,2021-11-02,38.0,F
593,Budget,Mumbai,2022-04-19,24.0,M
594,Budget,Bengaluru,2021-09-22,42.0,M
595,Budget,Mumbai,2022-12-12,66.0,F
596,Budget,Mumbai,2021-12-23,25.0,M
597,Regular,Bengaluru,2022-03-18,66.0,F
598,Regular,Jaipur,2022-08-13,39.0,F
599,Budget,Jaipur,2023-07-24,48.0,M
600,Budget,Bengaluru,2022-08-18,40.0,M
601,Budget,Bengaluru,2021-10-12,34.0,F
602,Budget,Jaipur,2021-07-29,23.0,F
603,Budget,Mumbai,2022-11-24,48.0,F
604,Regular,Mumbai,2023-05-23,65.0,M
605,Budget,Mumbai,2022-02-28,45.0,F
606,Budget,Bengaluru,2023-10-25,49.0,F
607,Budget,Bengaluru,2023-08-19,51.0,F
608,Regular,Delhi,2022-08-14,,M
609,Budget,Jaipur,2021-07-24,24.0,M
610,Budget,Mumbai,2023-03-12,44.0,F
611,Premium,Jaipur,2022-11-29,63.0,Other
612,Budget,Bengaluru,2023-03-17,34.0,M
613,Regular,Jaipur,2022-12-01,63.0,F
614,Regular,Bengaluru,2023-12-26,,M
615,Budget,Bengaluru,2022-07-15,30.0,M
616,Regular,Delhi,2022-07-14,47.0,M
617,Regular,Mumbai,2023-03-23,56.0,M
618,Regular,Jaipur,2023-05-09,43.0,M
619,Budget,Mumbai,2022-02-15,54.0,M
620,Budget,Delhi,2023-07-16,65.0,M
621,Budget,Delhi,2023-11-20,,F
622,Regular,Bengaluru,2023-11-26,61.0,F
623,Regular,Bengaluru,2021-10-30,59.0,F
624,Budget,Jaipur,2023-02-08,60.0,M
625,Budget,Jaipur,2023-10-02,62.0,F
626,Premium,Bengaluru,2021-11-01,29.0,M
627,Budget,Bengaluru,2023-08-21,18.0,F
628,Regular,Jaipur,2023-03-04,25.0,F
629,Regular,Delhi,2023-12-14,30.0,M
630,Budget,Bengaluru,2022-04-30,53.0,M
631,Budget,Mumbai,2022-04-12,44.0,F
632,Budget,Jaipur,2022-02-20,42.0,F
633,Premium,Jaipur,2023-05-10,18.0,F
634,Budget,Bengaluru,2023-03-12,53.0,Other
635,Budget,Bengaluru,2021-09-09,36.0,F
636,Budget,Bengaluru,2021-12-23,57.0,M
637,Budget,Bengaluru,2023-11-29,,F
638,Regular,Delhi,2022-04-19,33.0,M
639,Budget,Mumbai,2021-12-31,20.0,F
640,Regular,Bengaluru,2022-08-16,32.0,M
641,Regular,Bengaluru,2022-06-05,66.0,Other
642,Regular,Delhi,2024-01-01,43.0,F
643,Budget,Jaipur,2023-12-05,40.0,M
644,Premium,Jaipur,2023-12-01,32.0,M
645,Regular,Bengaluru,2023-08-11,31.0,M
646,Budget,Delhi,2021-07-24,52.0,F
647,Regular,Jaipur,2022-06-10,69.0,F
648,Premium,Delhi,2022-01-27,56.0,M
649,Budget,Mumbai,2023-04-10,56.0,M
650,Premium,Jaipur,2021-09-10,42.0,F
651,Regular,Bengaluru,2023-07-06,23.0,M
652,Regular,Delhi,2021-10-11,55.0,F
653,Premium,Delhi,2023-12-05,60.0,M
654,Budget,Mumbai,2023-12-14,44.0,M
655,Regular,Bengaluru,2023-10-22,22.0,M
656,Budget,Bengaluru,2022-01-19,55.0,F
657,Regular,Delhi,2023-05-15,65.0,M
658,Regular,Delhi,2022-11-21,29.0,M
659,Budget,Bengaluru,2022-11-03,26.0,F
660,Regular,Delhi,2022-01-21,56.0,F
661,Budget,Delhi,2023-02-22,35.0,M
662,Budget,Mumbai,2023-12-26,55.0,M
663,Budget,Bengaluru,2023-01-19,54.0,F
664,Budget,Delhi,2023-04-17,31.0,M
665,Budget,Delhi,2022-03-15,20.0,F
666,Budget,Delhi,2022-02-24,46.0,M
667,Regular,Mumbai,2023-10-11,39.0,M
668,Regular,Delhi,2022-01-18,62.0,M
669,Regular,Delhi,2023-10-30,36.0,F
670,Budget,Mumbai,2022-06-23,30.0,M
671,Premium,Delhi,2023-01-16,62.0,M
672,Regular,Mumbai,2023-04-05,56.0,M
673,Budget,Bengaluru,2022-10-24,50.0,F
674,Budget,Delhi,2023-03-28,67.0,M
675,Regular,Bengaluru,2022-01-17,58.0,F
676,Budget,Bengaluru,2021-08-14,63.0,F
677,Regular,Bengaluru,2021-12-28,59.0,M
678,Premium,Bengaluru,2022-12-02,38.0,Other
679,Budget,Jaipur,2022-10-06,,F
680,Budget,Delhi,2022-11-25,49.0,M
681,Premium,Delhi,2022-01-17,57.0,M
682,Regular,Mumbai,2022-08-22,,M
683,Budget,Bengaluru,2022-11-06,53.0,M
684,Premium,Jaipur,2022-12-29,47.0,F
685,Premium,Jaipur,2023-01-29,47.0,F
686,Regular,Bengaluru,2022-08-22,23.0,F
687,Regular,Mumbai,2022-04-21,18.0,M
688,Budget,Mumbai,2022-12-08,20.0,M
689,Budget,Delhi,2022-01-06,65.0,M
690,Regular,Mumbai,2021-12-18,59.0,F
691,Budget,Bengaluru,2022-12-11,31.0,M
692,Regular,Delhi,2021-10-05,40.0,F
693,Regular,Jaipur,2023-07-30,43.0,F
694,Budget,Jaipur,2021-09-15,30.0,M
695,Regular,Mumbai,2023-04-12,39.0,F
696,Budget,Jaipur,2022-08-12,36.0,F
697,Premium,Delhi,2023-04-21,54.0,F
698,Budget,Jaipur,2022-11-30,57.0,M
699,Regular,Jaipur,2023-03-01,23.0,M
700,Regular,Delhi,2022-04-07,42.0,F
701,Budget,Bengaluru,2023-10-20,69.0,M
702,Regular,Mumbai,2021-12-08,63.0,F
703,Regular,Jaipur,2021-10-10,59.0,M
704,Regular,Delhi,2022-08-13,56.0,F
705,Regular,Delhi,2022-08-27,18.0,F
706,Premium,Mumbai,2022-04-12,,M
707,Regular,Delhi,2023-07-06,56.0,M
708,Regular,Mumbai,2022-02-26,64.0,F
709,Budget,Bengaluru,2023-06-19,65.0,M
710,Regular,Bengaluru,2022-05-03,31.0,F
711,Regular,Bengaluru,2023-04-01,18.0,F
712,Regular,Delhi,2022-03-01,52.0,M
713,Budget,Delhi,2022-01-20,41.0,F
714,Premium,Jaipur,2023-06-28,19.0,F
715,Budget,Mumbai,2022-06-25,32.0,F
716,Regular,Delhi,2022-10-10,69.0,M
717,Budget,Mumbai,2023-04-12,36.0,M
718,Premium,Delhi,2022-07-21,31.0,M
719,Budget,Mumbai,2021-07-22,52.0,F
720,Budget,Jaipur,2023-12-30,52.0,F
721,Premium,Mumbai,2021-08-23,35.0,F
722,Premium,Bengaluru,2021-11-22,62.0,M
723,Budget,Mumbai,2022-09-12,48.0,F
724,Regular,Mumbai,2022-07-01,26.0,F
725,Regular,Bengaluru,2023-02-03,34.0,F
726,Premium,Bengaluru,2023-09-07,62.0,M
727,Budget,Mumbai,2022-08-05,22.0,F
728,Regular,Delhi,2021-12-28,18.0,M
729,Regular,Jaipur,2023-06-08,52.0,M
730,Regular,Delhi,2022-03-27,40.0,F
731,Regular,Jaipur,2022-02-27,31.0,F
732,Regular,Mumbai,2022-02-18,42.0,M
733,Budget,Jaipur,2023-03-01,27.0,F
734,Premium,Mumbai,2023-01-14,37.0,Other
735,Premium,Bengaluru,2022-12-23,30.0,M
736,Regular,Bengaluru,2021-11-24,48.0,F
737,Budget,Mumbai,2021-10-13,53.0,M
738,Budget,Delhi,2022-12-25,65.0,M
739,Regular,Bengaluru,2021-08-12,21.0,M
740,Budget,Bengaluru,2022-08-06,35.0,F
741,Premium,Mumbai,2023-01-20,31.0,M
742,Budget,Jaipur,2024-01-01,48.0,M
743,Regular,Bengaluru,2022-07-01,45.0,F
744,Premium,Delhi,2022-05-31,63.0,F
745,Budget,Jaipur,2021-08-13,65.0,F
746,Budget,Delhi,2022-03-26,58.0,F
747,Regular,Bengaluru,2023-12-06,28.0,M
748,Regular,Mumbai,2022-08-09,20.0,M
749,Regular,Bengaluru,2022-03-04,,F
750,Regular,Jaipur,2022-10-12,67.0,F
751,Premium,Bengaluru,2022-12-11,31.0,M
752,Regular,Bengaluru,2022-01-03,20.0,M
753,Budget,Jaipur,2022-06-30,53.0,M
754,Budget,Bengaluru,2022-04-28,48.0,M
755,Budget,Jaipur,2022-11-10,64.0,Other
756,Budget,Mumbai,2023-04-26,47.0,F
757,Budget,Delhi,2022-09-21,57.0,M
758,Regular,Delhi,2021-08-21,58.0,F
759,Budget,Bengaluru,2022-07-08,18.0,F
760,Premium,Bengaluru,2022-04-05,25.0,M
761,Budget,Delhi,2023-09-12,58.0,M
762,Budget,Delhi,2021-07-26,27.0,F
763,Regular,Jaipur,2023-05-26,28.0,M
764,Premium,Bengaluru,2021-08-10,57.0,F
765,Budget,Jaipur,2022-11-26,28.0,F
766,Budget,Delhi,2021-09-26,25.0,F
767,Budget,Delhi,2021-10-21,18.0,Other
768,Regular,Mumbai,2022-02-21,42.0,F
769,Regular,Jaipur,2021-09-29,51.0,F
770,Budget,Bengaluru,2022-07-02,56.0,M
771,Budget,Jaipur,2021-11-29,65.0,F
772,Regular,Mumbai,2023-07-31,51.0,F
773,Premium,Mumbai,2023-10-30,57.0,F
774,Regular,Bengaluru,2022-08-30,28.0,F
775,Regular,Jaipur,2022-01-03,35.0,M
776,Budget,Mumbai,2022-02-12,33.0,F
777,Budget,Bengaluru,2022-09-13,21.0,F
778,Budget,Jaipur,2022-09-20,68.0,F
779,Regular,Mumbai,2022-07-02,30.0,F
780,Premium,Jaipur,2021-11-11,41.0,F
781,Premium,Bengaluru,2021-12-05,36.0,F
782,Premium,Jaipur,2023-09-25,20.0,M
783,Premium,Mumbai,2022-07-14,64.0,M
784,Premium,Bengaluru,2023-01-24,29.0,F
785,Budget,Mumbai,2022-01-12,23.0,F
786,Budget,Bengaluru,2022-10-03,35.0,F
787,Budget,Mumbai,2021-07-23,25.0,M
788,Regular,Bengaluru,2022-12-08,69.0,M
789,Budget,Jaipur,2022-04-30,,M
790,Regular,Mumbai,2023-09-26,33.0,F
791,Regular,Mumbai,2021-09-14,32.0,F
792,Regular,Mumbai,2023-08-16,19.0,Other
793,Budget,Bengaluru,2023-01-26,18.0,M
794,Budget,Bengaluru,2021-12-09,44.0,F
795,Budget,Bengaluru,2021-08-14,30.0,F
796,Premium,Delhi,2022-10-23,22.0,M
797,Regular,Delhi,2022-10-22,33.0,Other
798,Regular,Delhi,2023-11-19,32.0,F
799,Budget,Jaipur,2021-08-04,40.0,M
800,Budget,Jaipur,2023-12-18,69.0,M
801,Regular,Delhi,2023-12-09,33.0,F
802,Regular,Delhi,2022-11-01,54.0,F
803,Regular,Jaipur,2023-12-29,57.0,F
804,Budget,Bengaluru,2023-08-07,20.0,F
805,Premium,Mumbai,2022-06-16,44.0,M
806,Budget,Bengaluru,2022-04-07,41.0,F
807,Premium,Delhi,2023-04-08,44.0,F
808,Budget,Delhi,2022-01-16,26.0,M
809,Budget,Mumbai,2022-07-04,42.0,F
810,Regular,Jaipur,2023-06-10,24.0,M
811,Budget,Jaipur,2022-03-31,67.0,M
812,Regular,Delhi,2022-07-18,48.0,M
813,Regular,Bengaluru,2022-01-01,19.0,F
814,Budget,Jaipur,2023-08-15,44.0,M
815,Regular,Jaipur,2023-06-08,66.0,M
816,Premium,Jaipur,2023-04-03,56.0,F
817,Premium,Delhi,2023-02-28,32.0,M
818,Budget,Delhi,2021-10-24,64.0,F
819,Regular,Delhi,2022-03-13,27.0,F
820,Budget,Delhi,2022-08-30,30.0,M
821,Budget,Delhi,2022-09-02,26.0,M
822,Budget,Mumbai,2021-10-26,65.0,Other
823,Premium,Bengaluru,2022-11-25,55.0,M
824,Premium,Mumbai,2023-06-13,44.0,M
825,Regular,Mumbai,2023-08-31,52.0,F
826,Regular,Delhi,2023-03-10,31.0,F
827,Regular,Delhi,2022-05-24,21.0,F
828,Regular,Jaipur,2022-11-04,61.0,F
829,Regular,Bengaluru,2022-12-18,68.0,F
830,Regular,Delhi,2022-10-26,19.0,F
831,Budget,Jaipur,2021-08-07,20.0,F
832,Budget,Jaipur,2021-07-18,47.0,F
833,Premium,Jaipur,2023-08-09,20.0,F
834,Regular,Delhi,2023-09-20,55.0,F
835,Premium,Bengaluru,2023-05-27,67.0,M
836,Budget,Jaipur,2021-11-26,32.0,F
837,Regular,Jaipur,2022-11-14,33.0,F
838,Budget,Delhi,2021-11-15,62.0,M
839,Budget,Jaipur,2022-05-29,36.0,M
840,Budget,Mumbai,2022-08-22,30.0,F
841,Budget,Mumbai,2023-04-23,22.0,M
842,Premium,Bengaluru,2023-02-26,61.0,M
843,Budget,Jaipur,2023-08-22,66.0,M
844,Regular,Delhi,2022-09-21,22.0,M
845,Regular,Bengaluru,2023-04-24,59.0,F
846,Regular,Jaipur,2023-04-13,26.0,M
847,Regular,Bengaluru,2023-11-27,25.0,M
848,Budget,Mumbai,2022-01-12,37.0,F
849,Premium,Delhi,2021-09-08,40.0,M
850,Regular,Bengaluru,2022-10-10,62.0,M
851,Regular,Bengaluru,2022-09-06,54.0,F
852,Regular,Bengaluru,2021-09-20,25.0,F
853,Budget,Jaipur,2022-09-28,48.0,F
854,Premium,Bengaluru,2022-06-20,63.0,F
855,Budget,Bengaluru,2022-12-12,52.0,F
856,Budget,Delhi,2022-09-26,29.0,M
857,Budget,Bengaluru,2022-09-19,24.0,F
858,Regular,Delhi,2022-04-02,41.0,F
859,Regular,Bengaluru,2022-07-07,42.0,M
860,Regular,Delhi,2022-10-05,36.0,F
861,Regular,Jaipur,2023-10-25,23.0,M
862,Budget,Mumbai,2021-10-09,24.0,F
863,Premium,Mumbai,2021-10-24,45.0,F
864,Regular,Delhi,2023-07-19,67.0,F
865,Regular,Delhi,2023-04-13,49.0,M
866,Budget,Jaipur,2021-08-08,40.0,F
867,Premium,Mumbai,2023-03-19,66.0,F
868,Budget,Bengaluru,2022-01-01,53.0,M
869,Budget,Jaipur,2022-01-24,55.0,M
870,Regular,Bengaluru,2021-11-18,47.0,F
871,Budget,Delhi,2023-12-18,57.0,M
872,Budget,Mumbai,2022-10-24,44.0,F
873,Regular,Mumbai,2022-08-11,50.0,F
874,Budget,Mumbai,2021-12-09,50.0,M
875,Premium,Delhi,2023-06-13,57.0,F
876,Budget,Bengaluru,2023-03-31,64.0,M
877,Regular,Mumbai,2023-07-24,33.0,F
878,Regular,Mumbai,2022-02-15,54.0,F
879,Regular,Mumbai,2021-07-17,19.0,M
880,Regular,Mumbai,2023-08-28,45.0,F
881,Regular,Delhi,2023-06-06,64.0,F
882,Premium,Mumbai,2023-03-31,51.0,Other
883,Budget,Jaipur,2021-10-23,31.0,M
884,Budget,Bengaluru,2022-11-26,49.0,F
885,Regular,Bengaluru,2023-04-23,36.0,F
886,Regular,Jaipur,2023-03-17,40.0,M
887,Budget,Bengaluru,2022-07-12,29.0,F
888,Regular,Delhi,2023-01-18,50.0,M
889,Premium,Mumbai,2023-08-28,28.0,F
890,Regular,Mumbai,2021-12-24,41.0,M
891,Premium,Mumbai,2022-12-17,66.0,Other
892,Regular,Delhi,2023-05-15,57.0,M
893,Regular,Delhi,2022-03-17,39.0,M
894,Budget,Mumbai,2022-03-02,68.0,F
895,Premium,Jaipur,2023-08-15,18.0,F
896,Budget,Bengaluru,2023-10-27,67.0,F
897,Regular,Jaipur,2023-11-22,36.0,F
898,Regular,Delhi,2022-02-11,60.0,M
899,Regular,Mumbai,2022-06-17,67.0,F
900,Regular,Bengaluru,2022-01-19,49.0,M
901,Regular,Mumbai,2022-06-17,49.0,M
902,Premium,Mumbai,2023-01-05,56.0,F
903,Regular,Mumbai,2022-07-20,30.0,F
904,Regular,Delhi,2022-03-22,27.0,M
905,Budget,Jaipur,2023-01-08,35.0,M
906,Regular,Jaipur,2021-09-30,42.0,F
907,Regular,Delhi,2021-10-14,56.0,M
908,Budget,Mumbai,2022-01-11,31.0,M
909,Budget,Bengaluru,2021-07-22,47.0,M
910,Regular,Jaipur,2023-01-15,18.0,M
911,Regular,Jaipur,2023-09-21,19.0,M
912,Regular,Mumbai,2022-10-23,68.0,Other
913,Budget,Bengaluru,2022-03-01,62.0,M
914,Budget,Jaipur,2022-01-30,62.0,F
915,Budget,Jaipur,2023-01-17,35.0,F
916,Regular,Mumbai,2023-04-13,44.0,F
917,Premium,Jaipur,2022-11-27,53.0,F
918,Budget,Mumbai,2022-01-08,31.0,F
919,Regular,Delhi,2023-11-08,56.0,F
920,Budget,Jaipur,2023-03-12,54.0,F
921,Budget,Jaipur,2023-06-09,39.0,F
922,Budget,Mumbai,2022-01-06,40.0,F
923,Budget,Mumbai,2022-11-05,33.0,F
924,Regular,Mumbai,2023-10-15,59.0,M
925,Premium,Delhi,2023-05-11,69.0,F
926,Budget,Jaipur,2023-11-23,69.0,F
927,Regular,Delhi,2022-10-30,58.0,M
928,Regular,Bengaluru,2021-07-18,,F
929,Premium,Delhi,2022-08-09,58.0,M
930,Regular,Bengaluru,2021-11-10,30.0,M
931,Budget,Jaipur,2022-03-04,64.0,F
932,Regular,Bengaluru,2021-10-29,31.0,M
933,Budget,Bengaluru,2023-03-28,38.0,M
934,Premium,Jaipur,2021-08-28,22.0,M
935,Budget,Jaipur,2023-06-01,22.0,F
936,Regular,Jaipur,2022-12-03,38.0,M
937,Budget,Delhi,2022-04-28,46.0,F
938,Regular,Bengaluru,2023-04-18,18.0,F
939,Premium,Jaipur,2023-05-08,62.0,F
940,Regular,Mumbai,2023-09-06,23.0,F
941,Regular,Bengaluru,2023-12-29,69.0,F
942,Premium,Delhi,2022-10-07,32.0,M
943,Premium,Jaipur,2021-07-27,37.0,F
944,Budget,Bengaluru,2023-06-17,26.0,F
945,Regular,Bengaluru,2022-12-01,60.0,M
946,Regular,Jaipur,2021-09-12,56.0,M
947,Regular,Delhi,2022-02-05,22.0,F
948,Budget,Mumbai,2023-12-29,23.0,M
949,Budget,Jaipur,2022-10-08,49.0,F
950,Premium,Delhi,2023-08-26,63.0,M
951,Premium,Jaipur,2023-05-24,23.0,F
952,Regular,Mumbai,2023-05-25,29.0,M
953,Premium,Bengaluru,2022-06-29,46.0,F
954,Regular,Bengaluru,2023-07-06,23.0,M
955,Regular,Bengaluru,2023-05-20,33.0,M
956,Regular,Jaipur,2023-06-12,,M
957,Regular,Mumbai,2023-02-14,43.0,F
958,Regular,Delhi,2022-05-21,55.0,F
959,Budget,Mumbai,2023-01-07,39.0,F
960,Regular,Bengaluru,2023-03-13,31.0,M
961,Budget,Jaipur,2022-09-23,40.0,F
962,Budget,Jaipur,2022-06-27,44.0,M
963,Regular,Mumbai,2023-12-19,26.0,M
964,Regular,Jaipur,2021-10-22,23.0,F
965,Budget,Delhi,2021-09-29,27.0,F
966,Regular,Delhi,2022-07-08,69.0,F
967,Premium,Delhi,2022-08-02,55.0,M
968,Budget,Jaipur,2022-04-16,24.0,M
969,Budget,Delhi,2022-12-01,33.0,F
970,Budget,Bengaluru,2023-02-07,39.0,M
971,Regular,Jaipur,2023-02-18,27.0,M
972,Regular,Jaipur,2023-08-11,62.0,Other
973,Budget,Jaipur,2021-12-05,66.0,F
974,Regular,Delhi,2023-03-19,30.0,M
975,Budget,Mumbai,2023-04-21,18.0,M
976,Budget,Bengaluru,2021-08-17,31.0,F
977,Premium,Bengaluru,2022-10-02,48.0,M
978,Budget,Bengaluru,2022-06-21,60.0,M
979,Budget,Bengaluru,2023-05-26,35.0,M
980,Regular,Mumbai,2023-04-27,32.0,F
981,Regular,Delhi,2022-03-17,30.0,F
982,Premium,Mumbai,2022-11-22,18.0,M
983,Premium,Mumbai,2023-08-22,18.0,M
984,Budget,Bengaluru,2021-12-11,40.0,F
985,Budget,Jaipur,2023-01-04,50.0,F
986,Regular,Bengaluru,2022-05-10,18.0,F
987,Budget,Bengaluru,2023-02-28,28.0,M
988,Premium,Delhi,2022-08-15,65.0,F
989,Regular,Bengaluru,2022-02-02,69.0,F
990,Budget,Mumbai,2021-10-27,51.0,F
991,Regular,Delhi,2023-06-29,45.0,M
992,Budget,Delhi,2022-05-06,48.0,F
993,Regular,Jaipur,2021-09-30,37.0,M
994,Regular,Jaipur,2022-06-02,28.0,M
995,Regular,Bengaluru,2023-08-26,37.0,M
996,Regular,Jaipur,2023-07-15,54.0,F
997,Regular,Delhi,2023-07-03,52.0,M
998,Premium,Mumbai,2023-09-28,53.0,F
999,Premium,Jaipur,2022-02-22,49.0,F
1000,Regular,Delhi,2021-08-16,21.0,F
1001,Budget,Bengaluru,2022-09-23,50.0,M
1002,Regular,Delhi,2022-07-12,63.0,F
1003,Premium,Mumbai,2022-02-04,51.0,M
1004,Budget,Mumbai,2022-12-23,48.0,M
1005,Regular,Mumbai,2022-11-02,29.0,M
1006,Regular,Jaipur,2022-07-20,59.0,M
1007,Budget,Jaipur,2023-04-02,41.0,F
1008,Regular,Bengaluru,2023-11-07,31.0,M
1009,Budget,Bengaluru,2022-08-09,43.0,M
1010,Regular,Delhi,2021-12-23,24.0,Other
1011,Regular,Delhi,2023-10-28,66.0,M
1012,Regular,Delhi,2023-06-21,54.0,M
1013,Regular,Jaipur,2023-05-10,34.0,M
1014,Budget,Delhi,2022-01-07,59.0,M
1015,Regular,Mumbai,2022-10-04,20.0,F
1016,Regular,Jaipur,2022-09-08,38.0,M
1017,Regular,Bengaluru,2022-05-31,51.0,M
1018,Premium,Bengaluru,2023-04-28,19.0,F
1019,Budget,Delhi,2022-03-30,54.0,M
1020,Premium,Bengaluru,2023-12-05,60.0,F
1021,Budget,Bengaluru,2023-09-21,48.0,Other
1022,Budget,Mumbai,2021-12-28,28.0,M
1023,Regular,Bengaluru,2022-05-19,56.0,M
1024,Budget,Jaipur,2023-07-27,35.0,M
1025,Budget,Mumbai,2022-12-03,56.0,M
1026,Budget,Mumbai,2023-11-16,50.0,F
1027,Regular,Mumbai,2022-05-07,22.0,F
1028,Regular,Jaipur,2022-02-20,23.0,M
1029,Budget,Delhi,2023-04-26,18.0,M
1030,Regular,Jaipur,2023-02-20,21.0,M
1031,Regular,Jaipur,2023-06-02,33.0,Other
1032,Budget,Mumbai,2023-01-16,19.0,F
1033,Budget,Bengaluru,2023-05-01,66.0,M
1034,Premium,Jaipur,2023-05-24,65.0,F
1035,Regular,Jaipur,2022-12-10,26.0,M
1036,Regular,Mumbai,2021-11-19,34.0,F
1037,Regular,Delhi,2022-02-14,56.0,F
1038,Budget,Bengaluru,2023-04-09,52.0,F
1039,Budget,Delhi,2021-09-05,48.0,M
1040,Regular,Delhi,2023-06-26,69.0,M
1041,Budget,Jaipur,2021-10-04,50.0,Other
1042,Regular,Mumbai,2023-03-29,52.0,M
1043,Regular,Bengaluru,2022-09-02,44.0,M
1044,Regular,Delhi,2023-07-03,45.0,F
1045,Regular,Delhi,2022-02-15,33.0,F
1046,Budget,Delhi,2023-03-22,45.0,F
1047,Budget,Mumbai,2021-11-07,65.0,F
1048,Budget,Delhi,2023-10-19,37.0,F
1049,Regular,Mumbai,2022-10-07,24.0,M
1050,Budget,Mumbai,2023-08-12,49.0,F
1051,Budget,Bengaluru,2021-10-23,58.0,F
1052,Budget,Bengaluru,2022-12-22,67.0,F
1053,Budget,Mumbai,2022-05-04,46.0,M
1054,Regular,Mumbai,2021-11-01,58.0,M
1055,Budget,Delhi,2022-09-06,31.0,F
1056,Premium,Mumbai,2023-11-11,40.0,M
1057,Budget,Jaipur,2023-06-17,39.0,M
1058,Regular,Jaipur,2023-06-24,35.0,F
1059,Regular,Mumbai,2021-10-01,55.0,F
1060,Budget,Jaipur,2021-10-06,63.0,M
1061,Premium,Bengaluru,2022-10-29,34.0,M
1062,Premium,Delhi,2021-10-22,25.0,M
1063,Premium,Jaipur,2023-05-25,60.0,F
1064,Budget,Mumbai,2022-04-30,62.0,F
1065,Budget,Bengaluru,2023-01-14,66.0,M
1066,Regular,Bengaluru,2023-05-30,,M
1067,Budget,Mumbai,2023-05-21,55.0,M
1068,Regular,Bengaluru,2022-12-20,55.0,M
1069,Regular,Bengaluru,2023-03-02,59.0,M
1070,Regular,Mumbai,2023-06-25,59.0,F
1071,Regular,Mumbai,2023-03-07,67.0,M
1072,Regular,Bengaluru,2023-09-08,42.0,M
1073,Budget,Delhi,2021-08-12,21.0,M
1074,Budget,Delhi,2023-01-25,27.0,M
1075,Regular,Jaipur,2023-09-27,64.0,M
1076,Regular,Mumbai,2022-08-01,61.0,M
1077,Budget,Bengaluru,2021-10-29,18.0,M
1078,Regular,Bengaluru,2023-02-12,37.0,M
1079,Regular,Jaipur,2021-12-02,30.0,F
1080,Regular,Bengaluru,2022-07-01,34.0,M
1081,Regular,Bengaluru,2022-03-07,51.0,F
1082,Budget,Jaipur,2023-04-10,44.0,F
1083,Budget,Jaipur,2023-11-29,43.0,M
1084,Regular,Delhi,2023-02-24,40.0,M
1085,Budget,Bengaluru,2021-09-21,51.0,M
1086,Regular,Delhi,2022-01-20,53.0,M
1087,Regular,Jaipur,2022-01-26,20.0,F
1088,Budget,Delhi,2021-11-02,25.0,M
1089,Budget,Delhi,2023-01-31,35.0,F
1090,Budget,Delhi,2023-03-18,40.0,F
1091,Premium,Bengaluru,2021-09-21,69.0,F
1092,Regular,Delhi,2022-08-05,64.0,F
1093,Budget,Delhi,2023-04-08,51.0,F
1094,Premium,Bengaluru,2023-04-26,19.0,F
1095,Regular,Jaipur,2021-11-03,23.0,Other
1096,Regular,Bengaluru,2023-11-14,41.0,M
1097,Premium,Mumbai,2023-11-07,48.0,M
1098,Budget,Bengaluru,2022-03-08,52.0,M
1099,Budget,Bengaluru,2023-12-31,,M
1100,Regular,Mumbai,2023-08-01,64.0,F
1101,Budget,Bengaluru,2021-07-24,,M
1102,Regular,Delhi,2022-12-14,48.0,F
1103,Budget,Delhi,2022-03-18,20.0,F
1104,Budget,Bengaluru,2022-10-20,60.0,M
1105,Budget,Mumbai,2023-10-12,46.0,F
1106,Regular,Delhi,2023-07-19,29.0,M
1107,Budget,Delhi,2022-02-16,34.0,F
1108,Budget,Jaipur,2023-10-08,36.0,F
1109,Premium,Mumbai,2022-07-15,19.0,M
1110,Budget,Delhi,2023-02-22,66.0,F
1111,Budget,Bengaluru,2023-02-02,59.0,M
1112,Budget,Bengaluru,2021-08-27,64.0,F
1113,Budget,Mumbai,2022-07-05,36.0,F
1114,Budget,Jaipur,2022-06-27,47.0,M
1115,Regular,Mumbai,2023-02-20,41.0,F
